"","V1","V2","V3","V4","V5","V6"
"289","type=weaksubj","len=1","word1=altercation","pos1=noun","stemmed1=n","priorpolarity=negative"
"290","type=weaksubj","len=1","word1=although","pos1=anypos","stemmed1=y","priorpolarity=negative"
"291","type=strongsubj","len=1","word1=altogether","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"292","type=strongsubj","len=1","word1=altruist","pos1=noun","stemmed1=n","priorpolarity=positive"
"293","type=strongsubj","len=1","word1=altruistic","pos1=adj","stemmed1=n","priorpolarity=positive"
"294","type=strongsubj","len=1","word1=altruistically","pos1=adj","stemmed1=n","priorpolarity=positive"
"295","type=strongsubj","len=1","word1=amaze","pos1=verb","stemmed1=y","priorpolarity=positive"
"296","type=strongsubj","len=1","word1=amazed","pos1=adj","stemmed1=n","priorpolarity=positive"
"297","type=strongsubj","len=1","word1=amazement","pos1=noun","stemmed1=n","priorpolarity=positive"
"298","type=strongsubj","len=1","word1=amazing","pos1=adj","stemmed1=n","priorpolarity=positive"
"299","type=strongsubj","len=1","word1=amazing","pos1=anypos","stemmed1=y","priorpolarity=positive"
"300","type=strongsubj","len=1","word1=amazingly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"301","type=strongsubj","len=1","word1=ambiguous","pos1=adj","stemmed1=n","priorpolarity=negative"
"302","type=strongsubj","len=1","word1=ambiguity","pos1=noun","stemmed1=n","priorpolarity=negative"
"303","type=weaksubj","len=1","word1=ambitious","pos1=adj","stemmed1=n","priorpolarity=positive"
"304","type=weaksubj","len=1","word1=ambitious","pos1=noun","stemmed1=n","priorpolarity=positive"
"305","type=weaksubj","len=1","word1=ambitiously","pos1=anypos","stemmed1=y","priorpolarity=positive"
"306","type=strongsubj","len=1","word1=ambivalence","pos1=anypos","stemmed1=y","priorpolarity=negative"
"307","type=strongsubj","len=1","word1=ambivalent","pos1=adj","stemmed1=n","priorpolarity=negative"
"308","type=strongsubj","len=1","word1=ambivalent","pos1=noun","stemmed1=n","priorpolarity=negative"
"309","type=weaksubj","len=1","word1=ambush","pos1=noun","stemmed1=n","priorpolarity=negative"
"310","type=weaksubj","len=1","word1=ambush","pos1=verb","stemmed1=y","priorpolarity=negative"
"311","type=strongsubj","len=1","word1=ameliorate","pos1=verb","stemmed1=y","priorpolarity=positive"
"312","type=strongsubj","len=1","word1=amenable","pos1=adj","stemmed1=n","priorpolarity=positive"
"313","type=weaksubj","len=1","word1=amenity","pos1=noun","stemmed1=n","priorpolarity=positive"
"314","type=strongsubj","len=1","word1=amiability","pos1=noun","stemmed1=n","priorpolarity=positive"
"315","type=strongsubj","len=1","word1=amiabily","pos1=adverb","stemmed1=n","priorpolarity=positive"
"316","type=strongsubj","len=1","word1=amiable","pos1=adj","stemmed1=n","priorpolarity=positive"
"317","type=strongsubj","len=1","word1=amicability","pos1=noun","stemmed1=n","priorpolarity=positive"
"318","type=strongsubj","len=1","word1=amicable","pos1=adj","stemmed1=n","priorpolarity=positive"
"319","type=strongsubj","len=1","word1=amicably","pos1=adverb","stemmed1=n","priorpolarity=positive"
"320","type=strongsubj","len=1","word1=amiss","pos1=anypos","stemmed1=n","priorpolarity=negative"
"321","type=weaksubj","len=1","word1=amity","pos1=adj","stemmed1=n","priorpolarity=positive"
"322","type=weaksubj","len=1","word1=amity","pos1=noun","stemmed1=n","priorpolarity=positive"
"323","type=weaksubj","len=1","word1=amnesty","pos1=noun","stemmed1=n","priorpolarity=positive"
"324","type=strongsubj","len=1","word1=amour","pos1=noun","stemmed1=n","priorpolarity=positive"
"325","type=weaksubj","len=1","word1=ample","pos1=adj","stemmed1=n","priorpolarity=positive"
"326","type=weaksubj","len=1","word1=amply","pos1=adverb","stemmed1=n","priorpolarity=positive"
"327","type=weaksubj","len=1","word1=amplify","pos1=verb","stemmed1=y","priorpolarity=neutral"
"328","type=weaksubj","len=1","word1=amputate","pos1=verb","stemmed1=y","priorpolarity=negative"
"329","type=strongsubj","len=1","word1=amuse","pos1=verb","stemmed1=y","priorpolarity=positive"
"330","type=strongsubj","len=1","word1=amusement","pos1=adj","stemmed1=n","priorpolarity=positive"
"331","type=strongsubj","len=1","word1=amusement","pos1=noun","stemmed1=n","priorpolarity=positive"
"332","type=strongsubj","len=1","word1=amusing","pos1=adj","stemmed1=n","priorpolarity=positive"
"333","type=strongsubj","len=1","word1=amusing","pos1=anypos","stemmed1=y","priorpolarity=positive"
"334","type=strongsubj","len=1","word1=amusingly","pos1=anypos","stemmed1=y","priorpolarity=positive"
"335","type=weaksubj","len=1","word1=analytical","pos1=adj","stemmed1=n","priorpolarity=neutral"
"336","type=strongsubj","len=1","word1=anarchism","pos1=noun","stemmed1=n","priorpolarity=negative"
"337","type=strongsubj","len=1","word1=anarchist","pos1=noun","stemmed1=n","priorpolarity=negative"
"338","type=strongsubj","len=1","word1=anarchistic","pos1=adj","stemmed1=n","priorpolarity=negative"
"339","type=strongsubj","len=1","word1=anarchy","pos1=noun","stemmed1=n","priorpolarity=negative"
"340","type=weaksubj","len=1","word1=anemic","pos1=adj","stemmed1=n","priorpolarity=negative"
"341","type=weaksubj","len=1","word1=angel","pos1=noun","stemmed1=n","priorpolarity=positive"
"342","type=strongsubj","len=1","word1=angelic","pos1=adj","stemmed1=n","priorpolarity=positive"
"343","type=strongsubj","len=1","word1=anger","pos1=adj","stemmed1=n","priorpolarity=negative"
"344","type=strongsubj","len=1","word1=anger","pos1=noun","stemmed1=n","priorpolarity=negative"
"345","type=strongsubj","len=1","word1=anger","pos1=verb","stemmed1=y","priorpolarity=negative"
"346","type=strongsubj","len=1","word1=angrily","pos1=anypos","stemmed1=y","priorpolarity=negative"
"347","type=strongsubj","len=1","word1=angriness","pos1=anypos","stemmed1=y","priorpolarity=negative"
"348","type=strongsubj","len=1","word1=angry","pos1=adj","stemmed1=n","priorpolarity=negative"
"349","type=strongsubj","len=1","word1=anguish","pos1=noun","stemmed1=n","priorpolarity=negative"
"350","type=strongsubj","len=1","word1=anguish","pos1=verb","stemmed1=y","priorpolarity=negative"
"351","type=strongsubj","len=1","word1=annihilate","pos1=verb","stemmed1=y","priorpolarity=negative"
"352","type=strongsubj","len=1","word1=annihilation","pos1=noun","stemmed1=n","priorpolarity=negative"
"353","type=weaksubj","len=1","word1=animated","pos1=adj","stemmed1=n","priorpolarity=positive"
"354","type=strongsubj","len=1","word1=animosity","pos1=noun","stemmed1=n","priorpolarity=negative"
"355","type=strongsubj","len=1","word1=annoy","pos1=verb","stemmed1=y","priorpolarity=negative"
"356","type=strongsubj","len=1","word1=annoyance","pos1=noun","stemmed1=n","priorpolarity=negative"
"357","type=strongsubj","len=1","word1=annoyed","pos1=adj","stemmed1=n","priorpolarity=negative"
"358","type=strongsubj","len=1","word1=annoying","pos1=adj","stemmed1=n","priorpolarity=negative"
"359","type=strongsubj","len=1","word1=annoying","pos1=anypos","stemmed1=y","priorpolarity=negative"
"360","type=strongsubj","len=1","word1=annoyingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"361","type=weaksubj","len=1","word1=anomalous","pos1=adj","stemmed1=n","priorpolarity=negative"
"362","type=weaksubj","len=1","word1=anomaly","pos1=noun","stemmed1=n","priorpolarity=negative"
"363","type=strongsubj","len=1","word1=antagonism","pos1=noun","stemmed1=n","priorpolarity=negative"
"364","type=weaksubj","len=1","word1=antagonist","pos1=noun","stemmed1=n","priorpolarity=negative"
"365","type=strongsubj","len=1","word1=antagonistic","pos1=adj","stemmed1=n","priorpolarity=negative"
"366","type=strongsubj","len=1","word1=antagonize","pos1=verb","stemmed1=y","priorpolarity=negative"
"367","type=strongsubj","len=1","word1=anti-","pos1=noun","stemmed1=n","priorpolarity=negative"
"368","type=strongsubj","len=1","word1=anti-American","pos1=adj","stemmed1=n","priorpolarity=negative"
"369","type=strongsubj","len=1","word1=anti-American","pos1=noun","stemmed1=n","priorpolarity=negative"
"370","type=strongsubj","len=1","word1=anti-Israeli","pos1=adj","stemmed1=n","priorpolarity=negative"
"371","type=strongsubj","len=1","word1=anti-Israeli","pos1=noun","stemmed1=n","priorpolarity=negative"
"372","type=strongsubj","len=1","word1=anti-Semites","pos1=adj","stemmed1=n","priorpolarity=negative"
"373","type=strongsubj","len=1","word1=anti-Semites","pos1=noun","stemmed1=n","priorpolarity=negative"
"374","type=strongsubj","len=1","word1=anti-US","pos1=adj","stemmed1=n","priorpolarity=negative"
"375","type=strongsubj","len=1","word1=anti-US","pos1=noun","stemmed1=n","priorpolarity=negative"
"376","type=strongsubj","len=1","word1=anti-occupation","pos1=adj","stemmed1=n","priorpolarity=negative"
"377","type=strongsubj","len=1","word1=anti-occupation","pos1=noun","stemmed1=n","priorpolarity=negative"
"378","type=strongsubj","len=1","word1=anti-proliferation","pos1=adj","stemmed1=n","priorpolarity=negative"
"379","type=strongsubj","len=1","word1=anti-proliferation","pos1=noun","stemmed1=n","priorpolarity=negative"
"380","type=strongsubj","len=1","word1=anti-social","pos1=adj","stemmed1=n","priorpolarity=negative"
"381","type=strongsubj","len=1","word1=anti-white","pos1=adj","stemmed1=n","priorpolarity=negative"
"382","type=strongsubj","len=1","word1=anti-white","pos1=noun","stemmed1=n","priorpolarity=negative"
"383","type=strongsubj","len=1","word1=antipathy","pos1=noun","stemmed1=n","priorpolarity=negative"
"384","type=strongsubj","len=1","word1=antiquated","pos1=adj","stemmed1=n","priorpolarity=negative"
"385","type=strongsubj","len=1","word1=antithetical","pos1=adj","stemmed1=n","priorpolarity=negative"
"386","type=strongsubj","len=1","word1=antithetical","pos1=noun","stemmed1=n","priorpolarity=negative"
"387","type=strongsubj","len=1","word1=anxieties","pos1=noun","stemmed1=n","priorpolarity=negative"
"388","type=strongsubj","len=1","word1=anxiety","pos1=noun","stemmed1=n","priorpolarity=negative"
"389","type=strongsubj","len=1","word1=anxious","pos1=anypos","stemmed1=n","priorpolarity=negative"
"390","type=strongsubj","len=1","word1=anxiously","pos1=anypos","stemmed1=n","priorpolarity=negative"
"391","type=strongsubj","len=1","word1=anxiousness","pos1=noun","stemmed1=n","priorpolarity=negative"
"392","type=strongsubj","len=1","word1=anyhow","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"393","type=strongsubj","len=1","word1=anyway","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"394","type=strongsubj","len=1","word1=anyways","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"395","type=strongsubj","len=1","word1=apathetic","pos1=adj","stemmed1=n","priorpolarity=negative"
"396","type=strongsubj","len=1","word1=apathetic","pos1=noun","stemmed1=n","priorpolarity=negative"
"397","type=strongsubj","len=1","word1=apathetically","pos1=adverb","stemmed1=n","priorpolarity=negative"
"398","type=strongsubj","len=1","word1=apathy","pos1=noun","stemmed1=n","priorpolarity=negative"
"399","type=strongsubj","len=1","word1=ape","pos1=verb","stemmed1=y","priorpolarity=negative"
"400","type=strongsubj","len=1","word1=apocalypse","pos1=noun","stemmed1=n","priorpolarity=negative"
"401","type=strongsubj","len=1","word1=apocalyptic","pos1=adj","stemmed1=n","priorpolarity=negative"
"402","type=strongsubj","len=1","word1=apologist","pos1=adj","stemmed1=n","priorpolarity=negative"
"403","type=strongsubj","len=1","word1=apologist","pos1=noun","stemmed1=n","priorpolarity=negative"
"404","type=strongsubj","len=1","word1=apologists","pos1=adj","stemmed1=n","priorpolarity=negative"
"405","type=strongsubj","len=1","word1=apologists","pos1=noun","stemmed1=n","priorpolarity=negative"
"406","type=strongsubj","len=1","word1=apostle","pos1=adj","stemmed1=n","priorpolarity=positive"
"407","type=strongsubj","len=1","word1=apostle","pos1=noun","stemmed1=n","priorpolarity=positive"
"408","type=strongsubj","len=1","word1=apotheosis","pos1=adj","stemmed1=n","priorpolarity=positive"
"409","type=strongsubj","len=1","word1=apotheosis","pos1=noun","stemmed1=n","priorpolarity=positive"
"410","type=strongsubj","len=1","word1=appal","pos1=verb","stemmed1=y","priorpolarity=negative"
"411","type=strongsubj","len=1","word1=appall","pos1=adj","stemmed1=n","priorpolarity=negative"
"412","type=strongsubj","len=1","word1=appall","pos1=anypos","stemmed1=y","priorpolarity=negative"
"413","type=strongsubj","len=1","word1=appall","pos1=verb","stemmed1=y","priorpolarity=negative"
"414","type=strongsubj","len=1","word1=appalled","pos1=adj","stemmed1=n","priorpolarity=negative"
"415","type=strongsubj","len=1","word1=appalling","pos1=adj","stemmed1=n","priorpolarity=negative"
"416","type=strongsubj","len=1","word1=appallingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"417","type=weaksubj","len=1","word1=apparent","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"418","type=weaksubj","len=1","word1=apparently","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"419","type=weaksubj","len=1","word1=appeal","pos1=adj","stemmed1=n","priorpolarity=positive"
"420","type=weaksubj","len=1","word1=appeal","pos1=noun","stemmed1=n","priorpolarity=positive"
"421","type=weaksubj","len=1","word1=appeal","pos1=verb","stemmed1=y","priorpolarity=positive"
"422","type=strongsubj","len=1","word1=appealing","pos1=adj","stemmed1=n","priorpolarity=positive"
"423","type=weaksubj","len=1","word1=appear","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"424","type=weaksubj","len=1","word1=appearance","pos1=adj","stemmed1=n","priorpolarity=neutral"
"425","type=weaksubj","len=1","word1=appearance","pos1=noun","stemmed1=n","priorpolarity=neutral"
"426","type=weaksubj","len=1","word1=appease","pos1=verb","stemmed1=y","priorpolarity=positive"
"427","type=strongsubj","len=1","word1=applaud","pos1=verb","stemmed1=y","priorpolarity=positive"
"428","type=weaksubj","len=1","word1=appreciable","pos1=adj","stemmed1=n","priorpolarity=positive"
"429","type=strongsubj","len=1","word1=appreciate","pos1=verb","stemmed1=y","priorpolarity=positive"
"430","type=strongsubj","len=1","word1=appreciation","pos1=adj","stemmed1=n","priorpolarity=positive"
"431","type=strongsubj","len=1","word1=appreciation","pos1=noun","stemmed1=n","priorpolarity=positive"
"432","type=strongsubj","len=1","word1=appreciative","pos1=anypos","stemmed1=n","priorpolarity=positive"
"433","type=strongsubj","len=1","word1=appreciatively","pos1=anypos","stemmed1=y","priorpolarity=positive"
"434","type=strongsubj","len=1","word1=appreciativeness","pos1=anypos","stemmed1=y","priorpolarity=positive"
"435","type=weaksubj","len=1","word1=apprehend","pos1=verb","stemmed1=y","priorpolarity=neutral"
"436","type=strongsubj","len=1","word1=apprehension","pos1=noun","stemmed1=n","priorpolarity=negative"
"437","type=strongsubj","len=1","word1=apprehensions","pos1=adj","stemmed1=n","priorpolarity=negative"
"438","type=strongsubj","len=1","word1=apprehensions","pos1=noun","stemmed1=n","priorpolarity=negative"
"439","type=strongsubj","len=1","word1=apprehensive","pos1=adj","stemmed1=n","priorpolarity=negative"
"440","type=strongsubj","len=1","word1=apprehensive","pos1=noun","stemmed1=n","priorpolarity=negative"
"441","type=strongsubj","len=1","word1=apprehensively","pos1=anypos","stemmed1=y","priorpolarity=negative"
"442","type=weaksubj","len=1","word1=appropriate","pos1=adj","stemmed1=n","priorpolarity=positive"
"443","type=weaksubj","len=1","word1=approval","pos1=noun","stemmed1=n","priorpolarity=positive"
"444","type=weaksubj","len=1","word1=approve","pos1=verb","stemmed1=y","priorpolarity=positive"
"445","type=weaksubj","len=1","word1=apt","pos1=adj","stemmed1=n","priorpolarity=positive"
"446","type=weaksubj","len=1","word1=aptly","pos1=adverb","stemmed1=n","priorpolarity=positive"
"447","type=weaksubj","len=1","word1=aptitude","pos1=noun","stemmed1=n","priorpolarity=positive"
"448","type=strongsubj","len=1","word1=arbitrary","pos1=adj","stemmed1=n","priorpolarity=negative"
"449","type=strongsubj","len=1","word1=arcane","pos1=adj","stemmed1=n","priorpolarity=negative"
"450","type=strongsubj","len=1","word1=archaic","pos1=adj","stemmed1=n","priorpolarity=negative"
"451","type=strongsubj","len=1","word1=ardent","pos1=adj","stemmed1=n","priorpolarity=positive"
"452","type=strongsubj","len=1","word1=ardently","pos1=anypos","stemmed1=n","priorpolarity=positive"
"453","type=strongsubj","len=1","word1=ardor","pos1=noun","stemmed1=n","priorpolarity=positive"
"454","type=strongsubj","len=1","word1=arduous","pos1=adj","stemmed1=n","priorpolarity=negative"
"455","type=strongsubj","len=1","word1=arduously","pos1=anypos","stemmed1=n","priorpolarity=negative"
"456","type=weaksubj","len=1","word1=aristocratic","pos1=adj","stemmed1=n","priorpolarity=positive"
"457","type=strongsubj","len=1","word1=argue","pos1=verb","stemmed1=y","priorpolarity=negative"
